Date, Close
03/01/22,4306.26
02/28/22,4373.94
02/25/22,4384.65
02/24/22,4288.7
02/23/22,4225.5
02/22/22,4304.76
02/18/22,4348.87
02/17/22,4380.26
02/16/22,4475.01
02/15/22,4471.07
02/14/22,4401.67
02/11/22,4418.64
02/10/22,4504.08
02/09/22,4587.18
02/08/22,4521.54
02/07/22,4483.87
02/04/22,4500.53
02/03/22,4477.44
02/02/22,4589.38
02/01/22,4546.54
01/31/22,4515.55
01/28/22,4431.85
01/27/22,4326.51
01/26/22,4349.93
01/25/22,4356.45
01/24/22,4410.13
01/21/22,4397.94
01/20/22,4482.73
01/19/22,4532.76
01/18/22,4577.11
01/14/22,4662.85
01/13/22,4659.03
01/12/22,4726.35
01/11/22,4713.07
01/10/22,4670.29
01/07/22,4677.03
01/06/22,4696.05
01/05/22,4700.58
01/04/22,4793.54
01/03/22,4796.56
12/31/21,4766.18
12/30/21,4778.73
12/29/21,4793.06
12/28/21,4786.35
12/27/21,4791.19
12/23/21,4725.79
12/22/21,4696.56
12/21/21,4649.23
12/20/21,4568.02
12/17/21,4620.64
12/16/21,4668.67
12/15/21,4709.85
12/14/21,4634.09
12/13/21,4668.97
12/10/21,4712.02
12/09/21,4667.45
12/08/21,4701.21
12/07/21,4686.75
12/06/21,4591.67
12/03/21,4538.43
12/02/21,4577.1
12/01/21,4513.04
11/30/21,4567
11/29/21,4655.27
11/26/21,4594.62
11/24/21,4701.46
11/23/21,4690.7
11/22/21,4682.94
11/19/21,4697.96
11/18/21,4704.54
11/17/21,4688.67
11/16/21,4700.9
11/15/21,4682.8
11/12/21,4682.85
11/11/21,4649.27
11/10/21,4646.71
11/09/21,4685.25
11/08/21,4701.7
11/05/21,4697.53
11/04/21,4680.06
11/03/21,4660.57
11/02/21,4630.65
11/01/21,4613.67
10/29/21,4605.38
10/28/21,4596.42
10/27/21,4551.68
10/26/21,4574.79
10/25/21,4566.48
10/22/21,4544.9
10/21/21,4549.78
10/20/21,4536.19
10/19/21,4519.63
10/18/21,4486.46
10/15/21,4471.37
10/14/21,4438.26
10/13/21,4363.8
10/12/21,4350.65
10/11/21,4361.19
10/08/21,4391.34
10/07/21,4399.76
10/06/21,4363.55
10/05/21,4345.72
10/04/21,4300.46
10/01/21,4357.04
09/30/21,4307.54
09/29/21,4359.46
09/28/21,4352.63
09/27/21,4443.11
09/24/21,4455.48
09/23/21,4448.98
09/22/21,4395.64
09/21/21,4354.19
09/20/21,4357.73
09/17/21,4432.99
09/16/21,4473.75
09/15/21,4480.7
09/14/21,4443.05
09/13/21,4468.73
09/10/21,4458.58
09/09/21,4493.28
09/08/21,4514.07
09/07/21,4520.03
09/03/21,4535.43
09/02/21,4536.95
09/01/21,4524.09
08/31/21,4522.68
08/30/21,4528.79
08/27/21,4509.37
08/26/21,4470
08/25/21,4496.19
08/24/21,4486.23
08/23/21,4479.53
08/20/21,4441.67
08/19/21,4405.8
08/18/21,4400.27
08/17/21,4448.08
08/16/21,4479.71
08/13/21,4468
08/12/21,4460.83
08/11/21,4447.7
08/10/21,4436.75
08/09/21,4432.35
08/06/21,4436.52
08/05/21,4429.1
08/04/21,4402.66
08/03/21,4423.15
08/02/21,4387.16
07/30/21,4395.26
07/29/21,4419.15
07/28/21,4400.64
07/27/21,4401.46
07/26/21,4422.3
07/23/21,4411.79
07/22/21,4367.48
07/21/21,4358.69
07/20/21,4323.06
07/19/21,4258.49
07/16/21,4327.16
07/15/21,4360.03
07/14/21,4374.3
07/13/21,4369.21
07/12/21,4384.63
07/09/21,4369.55
07/08/21,4320.82
07/07/21,4358.13
07/06/21,4343.54
07/02/21,4352.34
07/01/21,4319.94
06/30/21,4297.5
06/29/21,4291.8
06/28/21,4290.61
06/25/21,4280.7
06/24/21,4266.49
06/23/21,4241.84
06/22/21,4246.44
06/21/21,4224.79
06/18/21,4166.45
06/17/21,4221.86
06/16/21,4223.7
06/15/21,4246.59
06/14/21,4255.15
06/11/21,4247.44
06/10/21,4239.18
06/09/21,4219.55
06/08/21,4227.26
06/07/21,4226.52
06/04/21,4229.89
06/03/21,4192.85
06/02/21,4208.12
06/01/21,4202.04
05/28/21,4204.11
05/27/21,4200.88
05/26/21,4195.99
05/25/21,4188.13
05/24/21,4197.05
05/21/21,4155.86
05/20/21,4159.12
05/19/21,4115.68
05/18/21,4127.83
05/17/21,4163.29
05/14/21,4173.85
05/13/21,4112.5
05/12/21,4063.04
05/11/21,4152.1
05/10/21,4188.43
05/07/21,4232.6
05/06/21,4201.62
05/05/21,4167.59
05/04/21,4164.66
05/03/21,4192.66
04/30/21,4181.17
04/29/21,4211.47
04/28/21,4183.18
04/27/21,4186.72
04/26/21,4187.62
04/23/21,4180.17
04/22/21,4134.98
04/21/21,4173.42
04/20/21,4134.94
04/19/21,4163.26
04/16/21,4185.47
04/15/21,4170.42
04/14/21,4124.66
04/13/21,4141.59
04/12/21,4127.99
04/09/21,4128.8
04/08/21,4097.17
04/07/21,4079.95
04/06/21,4073.94
04/05/21,4077.91
04/01/21,4019.87
03/31/21,3972.89
03/30/21,3958.55
03/29/21,3971.09
03/26/21,3974.54
03/25/21,3909.52
03/24/21,3889.14
03/23/21,3910.52
03/22/21,3940.59
03/19/21,3913.1
03/18/21,3915.46
03/17/21,3974.12
03/16/21,3962.71
03/15/21,3968.94
03/12/21,3943.34
03/11/21,3939.34
03/10/21,3898.81
03/09/21,3875.44
03/08/21,3821.35
03/05/21,3841.94
03/04/21,3768.47
03/03/21,3819.72
03/02/21,3870.29
03/01/21,3901.82
02/26/21,3811.15
02/25/21,3829.34
02/24/21,3925.43
02/23/21,3881.37
02/22/21,3876.5
02/19/21,3906.71
02/18/21,3913.97
02/17/21,3931.33
02/16/21,3932.59
02/12/21,3934.83
02/11/21,3916.38
02/10/21,3909.88
02/09/21,3911.23
02/08/21,3915.59
02/05/21,3886.83
02/04/21,3871.74
02/03/21,3830.17
02/02/21,3826.31
02/01/21,3773.86
01/29/21,3714.24
01/28/21,3787.38
01/27/21,3750.77
01/26/21,3849.62
01/25/21,3855.36
01/22/21,3841.47
01/21/21,3853.07
01/20/21,3851.85
01/19/21,3798.91
01/15/21,3768.25
01/14/21,3795.54
01/13/21,3809.84
01/12/21,3801.19
01/11/21,3799.61
01/08/21,3824.68
01/07/21,3803.79
01/06/21,3748.14
01/05/21,3726.86
01/04/21,3700.65
12/31/20,3756.07
12/30/20,3732.04
12/29/20,3727.04
12/28/20,3735.36
12/24/20,3703.06
12/23/20,3690.01
12/22/20,3687.26
12/21/20,3694.92
12/18/20,3709.41
12/17/20,3722.48
12/16/20,3701.17
12/15/20,3694.62
12/14/20,3647.49
12/11/20,3663.46
12/10/20,3668.1
12/09/20,3672.82
12/08/20,3702.25
12/07/20,3691.96
12/04/20,3699.12
12/03/20,3666.72
12/02/20,3669.01
12/01/20,3662.45
11/30/20,3621.63
11/27/20,3638.35
11/25/20,3629.65
11/24/20,3635.41
11/23/20,3577.59
11/20/20,3557.54
11/19/20,3581.87
11/18/20,3567.79
11/17/20,3609.53
11/16/20,3626.91
11/13/20,3585.15
11/12/20,3537.01
11/11/20,3572.66
11/10/20,3545.53
11/09/20,3550.5
11/06/20,3509.44
11/05/20,3510.45
11/04/20,3443.44
11/03/20,3369.16
11/02/20,3310.24
10/30/20,3269.96
10/29/20,3310.11
10/28/20,3271.03
10/27/20,3390.68
10/26/20,3400.97
10/23/20,3465.39
10/22/20,3453.49
10/21/20,3435.56
10/20/20,3443.12
10/19/20,3426.92
10/16/20,3483.81
10/15/20,3483.34
10/14/20,3488.67
10/13/20,3511.93
10/12/20,3534.22
10/09/20,3477.13
10/08/20,3446.83
10/07/20,3419.45
10/06/20,3360.95
10/05/20,3408.63
10/02/20,3348.44
10/01/20,3380.8
09/30/20,3363
09/29/20,3335.47
09/28/20,3351.6
09/25/20,3298.46
09/24/20,3246.59
09/23/20,3236.92
09/22/20,3315.57
09/21/20,3281.06
09/18/20,3319.47
09/17/20,3357.01
09/16/20,3385.49
09/15/20,3401.2
09/14/20,3383.54
09/11/20,3340.97
09/10/20,3339.19
09/09/20,3398.96
09/08/20,3331.84
09/04/20,3426.96
09/03/20,3455.06
09/02/20,3580.84
09/01/20,3526.65
08/31/20,3500.31
08/28/20,3508.01
08/27/20,3484.55
08/26/20,3478.73
08/25/20,3443.62
08/24/20,3431.28
08/21/20,3397.16
08/20/20,3385.51
08/19/20,3374.85
08/18/20,3389.78
08/17/20,3381.99
08/14/20,3372.85
08/13/20,3373.43
08/12/20,3380.35
08/11/20,3333.69
08/10/20,3360.47
08/07/20,3351.28
08/06/20,3349.16
08/05/20,3327.77
08/04/20,3306.51
08/03/20,3294.61
07/31/20,3271.12
07/30/20,3246.22
07/29/20,3258.44
07/28/20,3218.44
07/27/20,3239.41
07/24/20,3215.63
07/23/20,3235.66
07/22/20,3276.02
07/21/20,3257.3
07/20/20,3251.84
07/17/20,3224.73
07/16/20,3215.57
07/15/20,3226.56
07/14/20,3197.52
07/13/20,3155.22
07/10/20,3185.04
07/09/20,3152.05
07/08/20,3169.94
07/07/20,3145.32
07/06/20,3179.72
07/02/20,3130.01
07/01/20,3115.86
06/30/20,3100.29
06/29/20,3053.24
06/26/20,3009.05
06/25/20,3083.76
06/24/20,3050.33
06/23/20,3131.29
06/22/20,3117.86
06/19/20,3097.74
06/18/20,3115.34
06/17/20,3113.49
06/16/20,3124.74
06/15/20,3066.59
06/12/20,3041.31
06/11/20,3002.1
06/10/20,3190.14
06/09/20,3207.18
06/08/20,3232.39
06/05/20,3193.93
06/04/20,3112.35
06/03/20,3122.87
06/02/20,3080.82
06/01/20,3055.73
05/29/20,3044.31
05/28/20,3029.73
05/27/20,3036.13
05/26/20,2991.77
05/22/20,2955.45
05/21/20,2948.51
05/20/20,2971.61
05/19/20,2922.94
05/18/20,2953.91
05/15/20,2863.7
05/14/20,2852.5
05/13/20,2820
05/12/20,2870.12
05/11/20,2930.32
05/08/20,2929.8
05/07/20,2881.19
05/06/20,2848.42
05/05/20,2868.44
05/04/20,2842.74
05/01/20,2830.71
04/30/20,2912.43
04/29/20,2939.51
04/28/20,2863.39
04/27/20,2878.48
04/24/20,2836.74
04/23/20,2797.8
04/22/20,2799.31
04/21/20,2736.56
04/20/20,2823.16
04/17/20,2874.56
04/16/20,2799.55
04/15/20,2783.36
04/14/20,2846.06
04/13/20,2761.63
04/09/20,2789.82
04/08/20,2749.98
04/07/20,2659.41
04/06/20,2663.68
04/03/20,2488.65
04/02/20,2526.9
04/01/20,2470.5
03/31/20,2584.59
03/30/20,2626.65
03/27/20,2541.47
03/26/20,2630.07
03/25/20,2475.56
03/24/20,2447.33
03/23/20,2237.4
03/20/20,2304.92
03/19/20,2409.39
03/18/20,2398.1
03/17/20,2529.19
03/16/20,2386.13
03/13/20,2711.02
03/12/20,2480.64
03/11/20,2741.38
03/10/20,2882.23
03/09/20,2746.56
03/06/20,2972.37
03/05/20,3023.94
03/04/20,3130.12
03/03/20,3003.37
03/02/20,3090.23
02/28/20,2954.22
02/27/20,2978.76
02/26/20,3116.39
02/25/20,3128.21
02/24/20,3225.89
02/21/20,3337.75
02/20/20,3373.23
02/19/20,3386.15
02/18/20,3370.29
02/14/20,3380.16
02/13/20,3373.94
02/12/20,3379.45
02/11/20,3357.75
02/10/20,3352.09
02/07/20,3327.71
02/06/20,3345.78
02/05/20,3334.69
02/04/20,3297.59
02/03/20,3248.92
01/31/20,3225.52
01/30/20,3283.66
01/29/20,3273.4
01/28/20,3276.24
01/27/20,3243.63
01/24/20,3295.47
01/23/20,3325.54
01/22/20,3321.75
01/21/20,3320.79
01/17/20,3329.62
01/16/20,3316.81
01/15/20,3289.29
01/14/20,3283.15
01/13/20,3288.13
01/10/20,3265.35
01/09/20,3274.7
01/08/20,3253.05
01/07/20,3237.18
01/06/20,3246.28
01/03/20,3234.85
01/02/20,3257.85
12/31/19,3230.78
12/30/19,3221.29
12/27/19,3240.02
12/26/19,3239.91
12/24/19,3223.38
12/23/19,3224.01
12/20/19,3221.22
12/19/19,3205.37
12/18/19,3191.14
12/17/19,3192.52
12/16/19,3191.45
12/13/19,3168.8
12/12/19,3168.57
12/11/19,3141.63
12/10/19,3132.52
12/09/19,3135.96
12/06/19,3145.91
12/05/19,3117.43
12/04/19,3112.76
12/03/19,3093.2
12/02/19,3113.87
11/29/19,3140.98
11/27/19,3153.63
11/26/19,3140.52
11/25/19,3133.64
11/22/19,3110.29
11/21/19,3103.54
11/20/19,3108.46
11/19/19,3120.18
11/18/19,3122.03
11/15/19,3120.46
11/14/19,3096.63
11/13/19,3094.04
11/12/19,3091.84
11/11/19,3087.01
11/08/19,3093.08
11/07/19,3085.18
11/06/19,3076.78
11/05/19,3074.62
11/04/19,3078.27
11/01/19,3066.91
10/31/19,3037.56
10/30/19,3046.77
10/29/19,3036.89
10/28/19,3039.42
10/25/19,3022.55
10/24/19,3010.29
10/23/19,3004.52
10/22/19,2995.99
10/21/19,3006.72
10/18/19,2986.2
10/17/19,2997.95
10/16/19,2989.69
10/15/19,2995.68
10/14/19,2966.15
10/11/19,2970.27
10/10/19,2938.13
10/09/19,2919.4
10/08/19,2893.06
10/07/19,2938.79
10/04/19,2952.01
10/03/19,2910.63
10/02/19,2887.61
10/01/19,2940.25
09/30/19,2976.74
09/27/19,2961.79
09/26/19,2977.62
09/25/19,2984.87
09/24/19,2966.6
09/23/19,2991.78
09/20/19,2992.07
09/19/19,3006.79
09/18/19,3006.73
